Time;BTC / USD Denominated Closing Price;BTC / Free Float Market Cap (USD);BTC / Realized Market Cap (USD);BTC / Free Float MVRV (Free Float Market Cap / Realized Market Cap);BTC / MVRV (Market Cap / Realized Market Cap)
23.04.2013;142127218053185;15730534740732200;46510788858373800;338212598;338292483
24.04.2013;1541332778045;17065598898342800;48631870799879800;350913889;350996743
25.04.2013;141008659278492;1561850771089120;4941290422301240;316081557;316156158
26.04.2013;137209600419638;15203579192183500;4972353375737910;305762243;30583438
27.04.2013;128226669605202;14212933328714;5010328941780520;283672659;283739563
28.04.2013;13462356956166;14927937243763100;5039799248613230;296201029;29627086
29.04.2013;143810378192577;15952886103167300;5114861552111750;311892823;311966325
30.04.2013;139129647545295;15438835204161000;5147374502183350;299936117;300006777
1.05.2013;116113801040327;1288921317099290;51150102083296700;251988024;252047369
2.05.2013;106340984697253;1180794405803650;508861926652438;23204613;232100761
3.05.2013;963168402741087;10698176890019800;507414162200166;210837176;210886798
4.05.2013;112497636369082;12499894286190800;5090755447410200;245541048;245598818
5.05.2013;116488715827002;12948158285583700;5114335974375180;253173791;253233335
6.05.2013;112118596195207;12467055996465300;5123357881731060;243337598;243394807
7.05.2013;111609212873466;12415102574587400;51338692936045000;241827399;241884231
8.05.2013;113136061854763;12589611928011100;5140668059691030;244902254;244959787
9.05.2013;111974532710696;12464949656126700;5148572476500490;242104966;242161822
10.05.2013;117691036883694;13106368790797000;5149957881106580;254494679;254554421
11.05.2013;11549977766277;12867599912734900;5175572689036520;24862176;2486801
12.05.2013;114885675559614;1280400922036920;5186477248354060;246872947;246930854
13.05.2013;117404456646113;13089834481215700;5201959803680060;251632749;25169175
14.05.2013;107865566569258;12030463008347000;5194425675085110;231603333;231657619
15.05.2013;108986852425482;12159364055096000;52084971409238100;233452448;233507149
16.05.2013;112917874050263;1260211531202530;5220106365666100;241414914;241471463
17.05.2013;117284616014027;13094183005425400;52369998123001200;250032146;250090692
18.05.2013;118169876680304;13197419323017500;5270635895311880;250395201;250453812
19.05.2013;117033880187025;13075113561270700;5278887678987900;247686906;247744864
20.05.2013;117818636469901;13166586777422800;5290324205482450;248880527;248938747
21.05.2013;117252040911748;13107694285209900;5299091320596200;247357396;24741524
22.05.2013;1189781735827;13305300110061800;5313053710760450;250426607;250485148
23.05.2013;123726156049094;13841647918119400;53349868138554300;259450462;259511089
24.05.2013;128971080654588;14433863738882500;53655559471695000;269009659;269072496
25.05.2013;128844915254237;14425058727028500;5435005344298940;265410203;265472177
26.05.2013;130158601110462;14577438696768100;5445877198507370;267678432;267740913
27.05.2013;126392905902981;14161251513382500;5459987872841640;259364157;259424673
28.05.2013;125904595265926;1411151368576930;5474113631110700;257786276;257846403
29.05.2013;129564812390415;14527196225041900;5505115610841730;263885398;263946924
30.05.2013;126513068381064;14190686973263600;5523446613119680;256917247;256977125
31.05.2013;127816488895383;14342480698747600;5546283055606480;258596263;258656508
1.06.2013;128791151081239;1445870713916860;5563422629208540;259888707;259949225
2.06.2013;122626708942139;13772758225887100;5576793094159680;246965559;247023042
3.06.2013;122949187901812;13815524335164100;559240401182472;247040884;247098358
4.06.2013;120189968731736;13511877178274600;5607030622737680;240980977;241037014
5.06.2013;120869923845704;13593878432618700;5627780291053770;241549558;241605705
6.06.2013;119053975669784;13395031370887700;5663863429447660;2364999;236554851
7.06.2013;1101977314436;1240303081330430;5660594822017950;219111793;219162685
8.06.2013;109178545341321;12293259192738800;5662629687496420;217094528;217144932
9.06.2013;999036034482759;11252892718151100;5659844869598210;198819808;198865953
10.06.2013;104357566627703;11759115575991600;5660991081162140;207721853;207770045
11.06.2013;107507520455874;12118893380161300;5676071402085800;213508473;213557988
12.06.2013;106378116306254;11996978850783200;567829228220945;211277938;211326913
13.06.2013;101323897720631;11431692036568200;5671254215467730;201572555;201619261
14.06.2013;992132443015781;1119802584184680;5670466081410400;197479813;197525553
15.06.2013;998750374050263;11277040870536400;5674273343829470;198739824;198785838
16.06.2013;990383512565751;11187149901333900;5677818769057300;197032529;197078129
17.06.2013;100126305084746;11313672302795200;5679517253142990;199201302;199247389
18.06.2013;104289176382233;117877019277226;5684498744196710;207365723;207413684
19.06.2013;104417150789012;11805716930822200;5689472234404670;207501091;207549068
20.06.2013;104323499707773;11799144912814700;5692569618297220;207272738;207320647
21.06.2013;101416857393337;11474658798086200;5691673184360780;201604316;201650897
22.06.2013;100039508474576;11323222451007500;5695268554909080;19881806;19886398
23.06.2013;100314744593805;11358513730026900;5697718626218180;19935196;199397986
24.06.2013;990456832261835;11218533703315600;5701857359065940;196752269;196797679
25.06.2013;978327887200468;11084993620746000;5703002396361290;19437119;194416036
26.06.2013;986517007597896;11182072212689900;5709076104815630;19586483;195910003
27.06.2013;968039495990649;10976673020344000;570793622404642;19230546;192349796
28.06.2013;894245067212157;10143690599621300;5695900564507850;178087565;178128607
29.06.2013;887972910578609;1007629532711880;5699891955265800;176780462;176821188
30.06.2013;894809076563413;101572915398478;5698015490019490;17826016;178301213
1.07.2013;828675701344243;9409840964113800;5697707586941460;165151349;165189371
2.07.2013;878164666861484;9975160786113460;5709156199186760;174722156;174762367
3.07.2013;776913308007014;8828610217153230;5690538456462360;155145428;155181119
4.07.2013;791348708357686;8995914098067710;5684994412631470;15823963;158276019
5.07.2013;674476238527177;7670464559184590;563565548019632;136105988;136137275
6.07.2013;663416808883694;7547792939098100;5598694764961230;134813439;134844416
7.07.2013;721095223728814;8207362043416550;5603510498803270;146468219;146501861
8.07.2013;739885537697253;8424781100623670;5606712380426560;150262409;150296907
9.07.2013;748919108708358;8531106516512990;5605670391641080;152187088;152222014
10.07.2013;850136791350088;9688244390114720;5642730122542740;171694272;171733658
11.07.2013;874975493863238;9975114885896350;5652405620417480;176475567;176516035
12.07.2013;900466987142022;1026919610335910;5672265196485000;181042242;181083744
13.07.2013;915925978959673;10449090100798900;5693056424575910;183540954;183583015
14.07.2013;89892269275862;10258978145312500;5697021686246300;180076165;180117415
15.07.2013;937961525423729;10708355460486100;570744446223817;187620844;187663807
16.07.2013;917810356516657;10482060134335100;570584844807059;1837073;183749352
17.07.2013;910313512565751;10400628179682700;5703724342466530;182348016;18238974
18.07.2013;849617291174752;971057380382952;5689127290262100;170686527;17072557
19.07.2013;862387945996493;9860220802252590;5686149001951070;173407711;17344736
20.07.2013;849108591466978;9712337989904560;5684222392436540;170864849;170903901
21.07.2013;856643502618352;9802786180870220;5686546502454010;17238558;172424963
22.07.2013;856490286382233;9804565911532540;568677073188348;172410079;172449453
23.07.2013;86977056691993;9959656210705040;5690932262510230;175009221;175049177
24.07.2013;8815173056692;10097670978491900;5696955268436870;177246801;177287254
25.07.2013;90166092226768;10331704660906800;570490042524843;181102279;181143598
26.07.2013;899839859731151;10314527312838500;5710610460473370;180620397;180661592
27.07.2013;88165275862069;10110044862798000;5715073346373230;176901402;176941732
28.07.2013;927458421975453;10639200623141700;572487152450377;185841736;185884089
29.07.2013;932986972530684;1070677235628880;57275493976101;186934614;1869772
30.07.2013;96659552893045;11097217926294100;5741714781067770;193273584;193317595
31.07.2013;980244199298656;11258570724024400;5759814358862660;195467597;195512089
1.08.2013;965680178258329;11095569152137100;5766779305937870;192404955;192448734
2.08.2013;960745306838106;1104347954806680;5788197012761180;190793083;190836477
3.08.2013;955067095265926;10982268603902900;583061649008331;188355187;188398021
4.08.2013;963654821741672;11085330795049100;5838208683095080;189875549;189918712
5.08.2013;975271338398598;1122356867718960;5853193410834880;191751201;191794773
6.08.2013;976712066043249;11244788168110600;5858929851543250;191925632;191969225
7.08.2013;970542068965517;11178266629522900;586570429975688;190569897;190613164
8.08.2013;942572717708942;10860958917291200;5869795104748710;185031312;185073304
9.08.2013;924727767387493;10659845405482200;5873539815137450;181489285;181530455
10.08.2013;93293552893045;10759358697079500;5879611125531940;182994393;183035886
11.08.2013;94271312390415;10877212392903800;5886176744821010;184792487;184834368
12.08.2013;954464707773232;11017958704383900;5892878588208970;18697074;187013093
13.08.2013;977590750847458;11289389438834200;5927318409922710;190463691;190506811
14.08.2013;991212875511397;1145086321755340;5938407740947840;192827164;192870802
15.08.2013;981063331385155;1133778139304840;595235910030554;190475427;190518517
16.08.2013;982909602571596;11363246277827400;5960546663258750;190641009;190684121
17.08.2013;996305043834015;11522841084083500;5971890251210310;19295132;192994937
18.08.2013;991780397428405;114753210799476;5978612328068810;191939541;191982911
19.08.2013;102784012273524;11897095633309600;5994225587894670;198475941;198520771
20.08.2013;104500210987726;12100706826692000;6009126127458860;201372156;201417621
21.08.2013;110801603740503;12835812204303900;6032384502887420;212781732;212829753
22.08.2013;109523216832262;12693631721793600;6045247576425000;209977037;210024403
23.08.2013;107697571595558;12487318438609500;6060423799462560;206046951;206093411
24.08.2013;108882675043834;12629710200094800;6069523634366420;208084044;208130944
25.08.2013;113082563413209;13121139884290400;6083590253491700;215680862;215729459
26.08.2013;11211811484512;13013886368381200;6097355545551740;213434927;213483001
27.08.2013;117759790765634;13673707989996400;6121494855512660;223372041;223422335
28.08.2013;118317414377557;13743721722149100;6144201621946930;223686047;223736392
29.08.2013;118835638223261;13809533460375800;616881436589551;223860415;223910779
30.08.2013;124885379602572;14518956155422500;6200252304283320;234167183;234219842
31.08.2013;128377978959673;14932156730164100;6233383409322180;239551392;239605237
1.09.2013;130536372004676;15190420201515600;6265535491049170;242444085;242498554
2.09.2013;129565371712449;15084389760817200;6292902652746330;239704801;239758629
3.09.2013;129182803623612;1504611540073960;633850177086563;237376528;237429811
4.09.2013;122529238749269;14276157760796800;6342325645327420;225093421;22514393
5.09.2013;122370085037989;14263090464503300;6354641113527380;22445155;224501895
6.09.2013;117861146405611;13742993165300400;6361005030720610;216050657;216099099
7.09.2013;119814989479836;13975160918501900;6372807384130650;219293634;219342788
8.09.2013;118057386323787;1377478871094900;6379525938823630;215921823;215970205
9.09.2013;121259272647575;1415453483417850;6406099478820070;220954028;221003514
10.09.2013;122215530189363;1427199409494580;6422130930907730;222231441;222281192
11.09.2013;127088227060199;14847368669769700;6448964474845500;230228725;230280245
12.09.2013;126780723553478;1481819495280380;6488476946287060;228377092;228428174
13.09.2013;127407745178258;14897979350993900;6502788584188630;229101395;229152617
14.09.2013;124348477498539;14547031570023200;6530778852393900;222745738;222795516
15.09.2013;125076417884278;14637850115301900;6541770619012180;223759758;223809743
16.09.2013;126204665984804;1477474928573200;6560455503383370;225209199;225259491
17.09.2013;126897250146113;1486150859553260;6572539653650940;226115161;226165636
18.09.2013;126903819403857;14867512733449800;6590135026077930;225602551;225652894
19.09.2013;124180957334892;1455441236835650;6634123517068900;219387118;219436054
20.09.2013;122921635885447;14412961877593300;6642450869886950;216982589;217030968
21.09.2013;123508256867329;1448758086211680;6651772505184310;217800306;217848848
22.09.2013;123124935125658;14448865618823400;6669552218768940;216639216;216687478
23.09.2013;122865699006429;14424894384172500;6678620270242360;215986144;216034239
24.09.2013;123797357685564;14540835871136200;669585313322972;21716181;217210146
25.09.2013;123614078609001;14525674630651600;6710194632019700;216471733;216519894
26.09.2013;12468567445938;14656645758562700;6722887570808290;218011169;218059655
27.09.2013;126605347749854;14887934901216400;6736813273507210;220993729;221042861
28.09.2013;126796551724138;14916029946273100;6746905112645040;221079587;221128719
29.09.2013;127108627703098;14958143902384500;6758760050219500;221314913;221364079
30.09.2013;126090261835184;14843440780456900;677391964014632;219126319;219174983
1.10.2013;127575424313267;15024239379279000;6791403811865850;221224356;221273466
2.10.2013;104105092928112;12265168036331900;6752448648808850;181640301;181680607
3.10.2013;117575495032145;13858036271676400;6779526926478950;204410078;204455417
4.10.2013;121930347749854;14376807873258600;6794083389667380;211607763;211654681
5.10.2013;121393402688486;14320142967359500;680563192661302;210416066;210462698
6.10.2013;122475261250731;14453428627958600;6818686225579330;211967939;212014896
7.10.2013;123906872589129;14627206888337200;6880871541864080;212577822;2126249
8.10.2013;12476652893045;1473374236787020;6894089009434270;213715581;213762894
9.10.2013;125933520312683;14877157010802700;6912554384458850;215219385;215267013
10.10.2013;126704650496785;14974336301930000;6925647819210210;216215677;216263506
11.10.2013;12725529924021;15045299182538000;6940702423819920;216769114;216817047
12.10.2013;127851263004091;15122599576725200;6957472611248130;217357659;2174057
13.10.2013;132415658679135;15669804835735300;6976364530890590;224612759;22466238
14.10.2013;135339194915254;160242289801932;7006158882250110;228716323;228766824
15.10.2013;141493908533022;16762147282717900;7048520095800520;237810875;237863355
16.10.2013;138327921917008;1639434929636010;7095116424913850;231065261;231116231
17.10.2013;14374713383986;17042624923202000;713242158667434;238945844;238998533
18.10.2013;152775572180012;18120367585368000;7170986462849990;252690026;252745724
19.10.2013;165772717124489;19671171593389800;7240941243658420;271665947;271725799
20.10.2013;166500151081239;19765774838633300;7280815104762550;2714775;271537286
21.10.2013;179910628579778;21367266554880200;7443090395149660;287075199;287138391
22.10.2013;190402781414378;22625039797840500;7603099763040180;297576521;297641992
23.10.2013;204600350964348;243234021799029;7781540085419310;312578255;312646993
24.10.2013;19441004376505;2312240247650110;7850956435901480;294517014;294581752
25.10.2013;18564378762595;22090683376323100;8123092359350030;271949184;272008931
26.10.2013;179808218001169;21404461015463600;8140001780430660;262954009;263011758
27.10.2013;194546133255406;23167575824639700;8186941574489480;282982059;283044183
28.10.2013;196274687317358;2338200814289580;8225327409763670;284268418;284330802
29.10.2013;204428174167154;24361502040860200;8344066755193000;291961974;292026025
30.10.2013;197900599420982;2359326510970820;8382671944916030;281452802;281514522
31.10.2013;203283649912332;2424574351506490;843772381376153;287349338;287412323
1.11.2013;203037109849386;24226896487049500;8494165444236230;285218091;285280581
2.11.2013;204792881355932;24446741581337500;8527862778786620;286669031;286731813
3.11.2013;210275382611748;25111297447685900;8579299837901550;29269635;292760426
4.11.2013;22879103886616;2733360928275320;8811101787496930;310217836;31028572
5.11.2013;243641668907072;2911840906659180;9001608759664510;323480056;323550814
6.11.2013;263209583987142;31467760094265000;9143265378360420;344163259;344238515
7.11.2013;290124226183518;34695957851941100;9506951608215090;364953555;365033333
8.11.2013;333750656511981;3992442354892360;9859928439156110;404915956;405004446
9.11.2013;331051148451198;39613747823622800;10077353677833800;39309673;39318261
10.11.2013;327558653499708;39209837244634400;10228721887164900;383330759;383414476
11.11.2013;342697692869667;41038050661976500;10428563737910600;393515844;393601752
12.11.2013;354645488310929;42486620169520400;10684160059293600;3976599;397746675
13.11.2013;39450449522443;4727830857704640;1103772710351470;428333733;42842717
14.11.2013;416706303302747;4995808764024960;11419088384380500;437496287;437591685
15.11.2013;408398797334892;4897906585388650;11684083292784400;419194768;419286144
16.11.2013;435798442767387;5228622800882120;11920888408493200;438610162;438705732
17.11.2013;48533657685564;5825228268892680;12299313551041800;473622227;473725385
18.11.2013;657778503874927;789751930865723;13424792484915600;588278688;588406778
19.11.2013;546878397311514;65682149376137000;1388304987475000;473110375;473213355
20.11.2013;595339099649328;7152687062923070;14544338950813000;491784954;491891962
21.11.2013;720764425260082;8662309438730930;15231663411318200;5687041;568827806
22.11.2013;802916933718294;9653089349920700;16985600868894500;568310148;568433725
23.11.2013;834295339989129;10033882796215800;1794035383951640;559291243;559412815
24.11.2013;807166695499708;9711002778094890;18337381431131300;529574128;5296892
25.11.2013;816243386616014;9823734479634530;19144549665155400;51313479;513246251
26.11.2013;916097160140269;11029146141232800;21693378148760900;508410726;508521124
27.11.2013;962910560911748;11596910160715500;22867711943448900;507130324;507240404
28.11.2013;100738716364699;12137127024782300;24240500144705800;50069623;500804872
29.11.2013;11287254880187;13603908128416100;25902225760260600;525202284;525316203
30.11.2013;111929671478667;13495193210492700;2665379542255910;506314129;506423911
1.12.2013;964485793687902;11633362939651400;2698201866678000;431152431;431245878
2.12.2013;104080821770894;12558080284115000;27592998477405200;455118363;455216972
3.12.2013;105362102744828;12717943914647000;2816310569163790;451581727;45167953
4.12.2013;113493223088837;13704278937952800;29051982560883;471715791;471817918
5.12.2013;1027411772827;12410338535859700;29581438431356700;419531273;41962207
6.12.2013;824581710337814;996459628779245;29555137779857300;33715276;337225697
7.12.2013;703748376025716;8507825628311440;29669163607219600;286756504;286818513
8.12.2013;783573348334307;9476673629900830;29870951649709100;317253824;317322401
9.12.2013;896079289888954;10841282986190300;3010208764466880;360150536;360228356
10.12.2013;977165367329047;11826999413796000;30473269355321000;388110618;388194448
11.12.2013;875464034272355;10599681275166600;3083348232156210;343771786;343846013
12.12.2013;873324805987727;10577339366121500;30965761080457000;341581766;341655496
13.12.2013;879156135300994;10651790280836000;312661038651797;340681728;340755236
14.12.2013;852856120526008;10337362897693700;3119383221380280;331391245;33146272
15.12.2013;8640616578609;10477007294020400;31371582943484900;333964892;334036895
16.12.2013;677894106801286;8223076202926340;31302383746080900;262698083;262754698
17.12.2013;68262677270602;8283949311934650;31317835448540500;264512192;264569174
18.12.2013;52612097632671;6387306236563020;31178591946214600;204861921;204906035
19.12.2013;685525128959673;8326405730500250;3130932784738440;265940098;265997338
20.12.2013;600216954260666;7292921426554520;3129569460896940;233032739;233082877
21.12.2013;597033502548217;7256644034210250;3182378181672610;228025823;228074868
22.12.2013;615013035271771;7477774704634940;3135075588676010;238519758;238571042
23.12.2013;657926634155465;80023620121222900;31450949710960900;254439439;254494127
24.12.2013;650664745178258;7916784711057570;3207695603026920;246805984;246859013
25.12.2013;678290158094681;8255656416023110;3224050794679210;256064713;256119713
26.12.2013;749996594956166;9131790202344480;3242797140179810;281602265;281662728
27.12.2013;722570567492694;8801180872372020;32618249348739000;269823827;269881739
28.12.2013;715852363078901;8722035065961810;32658266681986400;267069748;267127051
29.12.2013;727271215663355;8864218338576680;32716887695309300;27093709;270995202
30.12.2013;735741997077732;8970645064242870;32749766759240200;273914777;273973508
31.12.2013;729557582910579;8898596628336810;327918688177023;27136595;271424112
1.01.2014;752404549944594;918112288284306;3281322856468930;279799437;279859382
2.01.2014;784954921314436;9580944337528230;3296653624087570;290626357;290688604
3.01.2014;807222939029807;9855990722520620;3316137653201890;297212955;297276592
4.01.2014;828602062618352;10119945310751400;33731082416755700;300018398;300082617
5.01.2014;902487380263004;11026681555738200;3406633948551600;323682606;323751863
6.01.2014;914459960841613;11177215987743400;3430848348745500;325785778;325855458
7.01.2014;803351796198714;9822723439092260;34394857317426800;28558698;285648041
8.01.2014;820690009503214;10038680646154500;3473063866460300;28904394;289105715
9.01.2014;831334750487434;10172441045478100;3485642720176900;291838317;291922133
10.01.2014;853298854844603;10442622640492100;3495050632189490;298783158;298942387
11.01.2014;889555837119345;10886867243595700;35287488474872300;308519187;308800818
12.01.2014;845191332220924;10344329562431200;3544115950715700;291873339;292251348
13.01.2014;822877012197545;10070051130379100;35532213434140000;283406243;283904175
14.01.2014;815293602711864;9976056322796300;35683621736791800;279569613;280186801
15.01.2014;841089857364115;10290546705673800;3592930408055310;286410966;287183201
16.01.2014;815854800298071;9981740218376630;3607004998875750;276732087;277584537
17.01.2014;792829506475745;9699398344103470;3612304888538990;268509958;269438096
18.01.2014;809783528356386;9906569242159030;36182178932528100;273796923;274847429
19.01.2014;838428474734073;10256518005220100;3629583388161150;282581137;283776277
20.01.2014;828885216592636;10139961476608800;3640311494949990;278546533;279830469
21.01.2014;823817963763881;10078096069088800;3648228970171430;27624626;277609902
22.01.2014;818976386323787;10019440390038200;36617347169701300;273625513;275067841
23.01.2014;810922425195792;9921657512796790;3667456045200130;270532418;272035724
24.01.2014;781042513950906;9552385575028540;3676555828580630;259818864;261463948
25.01.2014;804403240800701;983425328495304;3686745001274610;26674623;268630023
26.01.2014;814499381373466;9957480294845170;3693375862360340;269603763;27159709
27.01.2014;742701374970777;9079544125830370;36938278527519800;24580312;247713004
28.01.2014;790176401876096;9659453489780790;37036504742993200;260808993;262930512
29.01.2014;79338442490941;969795568607388;37135740938764400;26114884;263373693
30.01.2014;799474479836353;9772157791488730;37220633862162800;262546786;264884556
31.01.2014;803237598784921;9817673303987280;37281339541093100;263340143;265797129
1.02.2014;813219549216833;9940227878538160;37453761667210000;265399988;267963991
2.02.2014;814490870426651;9955889787589660;37517954188534500;265363344;268024654
3.02.2014;806997428372531;9863949457665900;3758576981788910;262438404;265176796
4.02.2014;800078231893629;9779215900134490;37621375432130700;259937756;2627458
5.02.2014;784473692777791;9588249006187930;38892915832665300;246529446;249283475
6.02.2014;763569382232612;9332631012155270;38932200320204900;239714964;24248508
7.02.2014;711571273419053;8695685284381300;38874372721903600;223686832;226379227
8.02.2014;677682300941379;8281684017127980;3885017532696690;213169798;215811443
9.02.2014;687406054576271;8399517367347490;38880632689598200;216033454;218797536
10.02.2014;685457498836938;8374987932386060;38907321458831900;215254806;21809637
11.02.2014;67189969169024;8208195026885750;38892984121618800;211045648;213932234
12.02.2014;653765780911747;79864677901125300;38861743624460300;205509765;208400611
13.02.2014;612918414962011;7487227128722660;38843173343513700;19275529;195543342
14.02.2014;668788602659264;8169402854854580;38925614751390100;20987216;212998114
15.02.2014;654377060198714;7992953627715460;38947759139508000;205222426;208368328
16.02.2014;623250321948568;761276855169908;38952891593845100;195435261;198508729
17.02.2014;631334596306254;7711120330571240;38951069046021900;197969414;201155832
18.02.2014;627271761415484;7661104813518240;38966128982263200;196609338;199849686
19.02.2014;62354013694623;761590320042245;3892632444256680;195649173;19894402
20.02.2014;563768561098773;6885699664369910;38884826369084500;177079347;180129677
21.02.2014;580324315973115;7087471427098120;3890430177500820;182177063;185383269
22.02.2014;60712463333723;7409773559602360;3891837602571320;190392671;193944631
23.02.2014;610082323746347;7445749267629550;38937810800083900;191221569;194857991
24.02.2014;542266650753945;66182420559265;38727237146162400;170893731;17420652
25.02.2014;533707644436002;6513581169788290;38432454057515300;169481271;172827883
26.02.2014;58757858829924;71709849138251700;385040210218039;186239897;189989181
27.02.2014;585393925650058;7144468983326680;38484856822345900;185643642;189448535
28.02.2014;55129477030976;6728290378125880;38562043036507300;174479614;178120748
1.03.2014;567534235441262;692600291274643;38538573025890700;179716123;183532329
2.03.2014;558527707156633;6815447865531350;38513711318602900;176961597;180787101
3.03.2014;676505732781999;8254604022621490;3868262567191170;213393064;218083347
4.03.2014;67451139943308;8229949122879780;3872020747127310;2125492;217294282
5.03.2014;670338851099514;8178703232150240;38804313657064600;210767888;215549405
6.03.2014;667712834003507;8146646899160900;3889727132283530;209440062;214266138
7.03.2014;631770295213326;7708055115322380;40164153406085900;191913795;196402906
8.03.2014;621524114496201;7582609219726750;4021423887065150;188555333;193041869
9.03.2014;640578889322034;7815222051529460;40999094266362100;190619383;195221351
10.03.2014;628151241165985;7663177637099930;4108751064561660;186508686;19107893
11.03.2014;63373383823495;7731124505309530;41157845145724300;187840847;192512349
12.03.2014;634646823717125;7742325770922200;4126260114528800;187635427;192370225
13.03.2014;643432100859147;7848954170164360;41328992117671700;189913999;194782915
14.03.2014;628308590005845;7663856295826760;41309784667597900;185521575;190343662
15.03.2014;636218650061368;7759910579129340;4134455119311860;187688833;192641386
16.03.2014;634168900970894;7734672125106500;4137869304355110;186924032;191927821
17.03.2014;622760208649912;7595229633114230;41399205843908600;183463172;188442201
18.03.2014;614309513717125;7491427153594770;4144313537229420;180764006;185742156
19.03.2014;610511203474576;74445883010397800;41469805017468300;179518286;184533875
20.03.2014;586607595710111;715303380118684;41444943496818100;172591231;177477734
21.03.2014;569694517995324;694873439278732;415989613065355;167041055;171786219
22.03.2014;564700026703682;6887786846662930;41620939584029200;1654885;17024792
23.03.2014;558958861691408;6817928112351840;4163387916227820;163759137;168536505
24.03.2014;585023250518995;713605452766206;41680410651694300;171208834;176264446
25.03.2014;583771189094097;7120504715162640;4173210950329260;170624126;175724218
26.03.2014;579243850400994;7064891847770070;41756645844345300;169192034;174314104
27.03.2014;483164012612507;5893090575775380;416581557114826;141463069;14579435
28.03.2014;498661328949153;608200965677725;41617733375904000;146139858;150668923
29.03.2014;489517023547633;5970393878723700;416080504038083;143491315;147991892
30.03.2014;458966328275862;5597369283293320;41546608060254200;13472506;138999605
31.03.2014;455355354056108;555326298431634;41465953919376600;133923435;138223661
1.04.2014;479008465867913;5841639474557890;41461191152504200;140894155;145469684
2.04.2014;439011492524839;5354073956664700;414023069688339;129318252;133564877
3.04.2014;449441151519579;5481675954921890;414066920426515;132386232;136778873
4.04.2014;449719869736996;5485266512941830;41392183407254000;132519381;136964635
5.04.2014;461675331482174;5631007368747490;4126585242450290;136456829;141084013
6.04.2014;458633480544535;5593550776384430;4128203774667540;135495995;140141439
7.04.2014;448655275066394;5471530029229890;41271790218796200;132573121;137167544
8.04.2014;452803098796026;5521638929066240;4125344421495290;133846738;138533994
9.04.2014;442837984932203;5400131897829570;4127146139900860;130844213;135469234
10.04.2014;366911866063413;4474104484905480;4105608325214560;108975434;11286601
11.04.2014;421943528071303;5145062806460060;4097885860468150;125554078;130082437
12.04.2014;424274212647575;5173153709313280;40983616188371400;126224921;130827456
13.04.2014;416362321654004;5076819737883260;40994344981480000;123841953;128401659
14.04.2014;461108246586649;5622545843448360;41029579235753300;1370364;142132931
15.04.2014;521615299606078;6360367605470200;4110476602951490;154735526;160547388
16.04.2014;531481846731999;64802643976749500;41303543781101000;156893666;162848084
17.04.2014;499837551544721;6094093671349590;41355605701902300;147358346;153010414
18.04.2014;483020013533606;5888568710570570;4133000681128850;142476839;148000554
19.04.2014;504365595178488;6148329297738430;4135891303187810;148657903;154481447
20.04.2014;50155718444916;611396873994043;41351254745365300;147854491;153703688
21.04.2014;498084530300994;6071276021991720;41369876914003800;14675596;152622244
22.04.2014;489503510029223;59661413672922;4135925851681880;144251652;150076937
23.04.2014;49063296754332;5980483896443780;4144494871128250;144299464;15016104
24.04.2014;503291801028638;6134371410796250;41480910324716900;147884204;153947611
25.04.2014;466426171344243;5685081365311760;41456053745647600;137135131;142807837
26.04.2014;45922670981882;5597134844526640;41460680338910100;134998625;14063299
27.04.2014;438709363717287;5347098768057530;41461090175006600;128966671;134395279
28.04.2014;441547805468089;5381385313411950;4142539303580450;129905474;135421878
29.04.2014;447709930772047;545604999112297;41423472188774400;13171397;137364362
30.04.2014;448875715514009;5469392808908550;41428408476783300;132020346;137742743
1.05.2014;460194698255991;5607264614206460;41447396963045600;135286291;141200262
2.05.2014;452239779761701;5510190546373340;4146120808877330;132899903;138757157
3.05.2014;438978588005844;534852541634739;41457574595344200;129012019;134737725
4.05.2014;436675398644705;5319993875274190;4145485890041570;128332215;134079342
5.05.2014;432338179035394;5266364728259260;4143722891162640;12709259;132836701
6.05.2014;430128205394506;5239423253586020;4142083521955570;126492458;132260352
7.05.2014;44218287609585;5386007817518590;41422937169825400;130024769;136002582
8.05.2014;440402762711864;5364270090069750;41431520037214500;129473166;135471389
9.05.2014;452697999723553;5514845455018180;4145395139380650;133035459;139224562
10.05.2014;45675584628872;556486119330897;414722569878616;134182743;14045981
11.05.2014;439114476037405;5349357607928340;4147708062206550;128971411;13505933
12.05.2014;441280955581531;537511011710022;41477749218817300;129590207;13576711
13.05.2014;439005774985389;5347243166380120;41476274595327400;128922938;135114784
14.05.2014;444848205727645;5417938898663800;4147196468894850;130640999;136967388
15.05.2014;44696155873758;544330930078457;41480930210756500;131224379;137634402
16.05.2014;44874215371128;5464893252146170;41480391953833800;131746423;138233452
17.05.2014;4492222893045;5470482143868490;41494972424061900;131834818;138379554
18.05.2014;446962641437756;5442741392337960;4151345824164070;131107877;137668474
19.05.2014;447404856808884;5448372389127520;41517915551890800;13122943;137835145
20.05.2014;490335648158971;5971159404869140;4158558264081310;143587249;150867507
21.05.2014;493933491817651;6015429728204940;4163219186678260;144489864;151856262
22.05.2014;52681428842782;6416794461567560;41718034424483000;153813442;161686251
23.05.2014;523699320280538;638030622534716;4176305738349460;152773926;160608676
24.05.2014;527691243132671;6428940404473170;41829952141382000;153692273;161622687
25.05.2014;573312458796026;6984564101120370;41959238382736100;166460698;17510962
